	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_PLATELETAPP_PATHWAY_weka_svm_weights_r_svm_rbf	0.4581939799331104	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.10655737704918021	0.48098684204362363	2.0	0.0	2.0	34.0	21.0	13.0	13.0	0.0	13.0	23.0	21.0	2.0	0.05555555555555555	0.0	1.0	0.9444444444444444	0.6176470588235294	0.38235294117647056	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9130434782608695	0.08695652173913043	103.78391165862416	0.4971670345395415	103.49489846020975	21	15	-0.08695652173913049
utahontario1_BIOCARTA_PLATELETAPP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5570135746606335	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.028030003947887884	0.42671296026775646	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	98.71133093312748	0.4684944034150127	100.89638251655727	82	42	-0.03529411764705881
utahontario1_BIOCARTA_PLCE_PATHWAY_weka_svm_weights_r_svm_rbf	0.3979933110367893	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4529341723085414	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.73090658013953	0.48697923254440745	101.37411115982961	23	13	0.0
utahontario1_BIOCARTA_PLCE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4361990950226245	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4372112739478315	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.13990145337463	0.47125042759133046	101.48992828250809	85	39	0.0
utahontario1_BIOCARTA_PML_PATHWAY_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4447625755532194	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.96769769034768	0.48160950483070686	100.2562988635998	23	13	0.0
utahontario1_BIOCARTA_PML_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5064856711915535	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.43285567249093115	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	100.13232198694568	0.4733271543109761	101.93717847794342	82	42	-0.03529411764705881
utahontario1_BIOCARTA_PPARA_PATHWAY_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	0.0	0.441242009594945	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.20805506717424	0.4836660460931056	100.68440755614074	23	13	0.0
utahontario1_BIOCARTA_PPARA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5918552036199095	0.6612903225806451	0.3145161290322581	-0.024193548387096753	25	0.33870967741935487	0.010393466963622845	0.4097987118553175	11.0	4.0	7.0	113.0	78.0	35.0	39.0	4.0	35.0	85.0	78.0	7.0	0.08870967741935484	0.36363636363636365	0.6363636363636364	0.9112903225806451	0.6902654867256637	0.30973451327433627	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9176470588235294	0.08235294117647059	94.79856491009008	0.4627601138452899	99.66142843883495	82	42	0.020211161387631904
utahontario1_BIOCARTA_PROTEASOME_PATHWAY_weka_svm_weights_r_svm_rbf	0.35451505016722407	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45109201459658954	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.3334189224187	0.4848978689990635	100.9408352307776	23	13	0.0
utahontario1_BIOCARTA_PROTEASOME_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3945701357466063	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4363266647480067	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.93526517653036	0.4690683011551371	101.01997888289782	85	39	0.0
utahontario1_BIOCARTA_PS1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45052693274783046	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.2114895897527	0.4835223833711693	100.65450139224336	23	13	0.0
utahontario1_BIOCARTA_PS1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4796380090497738	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.018668831168830863	0.4307781247873573	2.0	1.0	1.0	122.0	84.0	38.0	39.0	1.0	38.0	85.0	84.0	1.0	0.016129032258064516	0.5	0.5	0.9838709677419355	0.6885245901639344	0.3114754098360656	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9882352941176471	0.011764705882352941	99.65172374411718	0.46664575224316635	100.49825136618564	85	39	0.01387631975867265
utahontario1_BIOCARTA_PTC1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5752508361204013	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4479810241954117	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.6621515929532	0.4800977642657457	99.94160093433393	23	13	0.0
utahontario1_BIOCARTA_PTC1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.42745098039215684	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43598662184326714	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.85660319335518	0.47111712848441234	101.46122058059599	85	39	0.0
utahontario1_BIOCARTA_PTDINS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5484949832775919	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.11363636363636359	0.44034731879349814	5.0	3.0	2.0	31.0	21.0	10.0	13.0	3.0	10.0	23.0	21.0	2.0	0.1388888888888889	0.6	0.4	0.8611111111111112	0.6774193548387096	0.3225806451612903	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9130434782608695	0.08695652173913043	95.01500506459077	0.4795029739842547	99.81778387585773	24	12	0.14381270903010024
utahontario1_BIOCARTA_PTDINS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6515837104072398	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.10247619047619076	0.4055462310658391	9.0	5.0	4.0	115.0	81.0	34.0	39.0	5.0	34.0	85.0	81.0	4.0	0.07258064516129033	0.5555555555555556	0.4444444444444444	0.9274193548387096	0.7043478260869566	0.2956521739130435	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9529411764705882	0.047058823529411764	93.81484030459985	0.45116083132521917	97.16337160500346	86	38	0.08114630467571637
utahontario1_BIOCARTA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf	0.7023411371237458	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4395822750252305	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.84992937452924	0.4721588144791799	98.28895555569916	23	13	0.0
utahontario1_BIOCARTA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5435897435897437	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.4339360145496162	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	100.3822370643057	0.4701413567661146	101.25107540955327	83	41	-0.02352941176470591
utahontario1_BIOCARTA_PYK2_PATHWAY_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.19702602230483254	0.39725173145875925	7.0	4.0	3.0	29.0	20.0	9.0	13.0	4.0	9.0	23.0	20.0	3.0	0.19444444444444445	0.5714285714285714	0.42857142857142855	0.8055555555555556	0.6896551724137931	0.3103448275862069	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.8695652173913043	0.13043478260869565	85.71614647248938	0.4836948567322743	100.69040504585384	24	12	0.17725752508361214
utahontario1_BIOCARTA_PYK2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7622926093514328	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.24419047619047635	0.36092335985195645	7.0	6.0	1.0	117.0	84.0	33.0	39.0	6.0	33.0	85.0	84.0	1.0	0.056451612903225805	0.8571428571428571	0.14285714285714285	0.9435483870967742	0.717948717948718	0.28205128205128205	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9882352941176471	0.011764705882352941	83.49225013809551	0.4179998837862361	90.02172888074482	90	34	0.14208144796380084
utahontario1_BIOCARTA_RAB_PATHWAY_weka_svm_weights_r_svm_rbf	0.4882943143812709	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44873625927431043	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.82511083395217	0.4825714160735771	100.45653922446924	23	13	0.0
utahontario1_BIOCARTA_RAB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5276018099547513	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.429871917383077	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.44209116365411	0.4641403318600464	99.95867639688527	85	39	0.0
utahontario1_BIOCARTA_RAC1_PATHWAY_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.07874015748031475	0.4417544495124635	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	95.31862569921925	0.4788021242315789	99.67188849472848	23	13	0.06688963210702337
utahontario1_BIOCARTA_RAC1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.681447963800905	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.13545816733067728	0.40287578298529686	4.0	4.0	0.0	120.0	85.0	35.0	39.0	4.0	35.0	85.0	85.0	0.0	0.03225806451612903	1.0	0.0	0.967741935483871	0.7083333333333334	0.2916666666666667	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	1.0	0.0	93.19708666512115	0.443209516370856	95.45095218377429	89	35	0.10256410256410264
utahontario1_BIOCARTA_RACCYCD_PATHWAY_weka_svm_weights_r_svm_rbf	0.5418060200668896	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.06299212598425197	0.44899988297937454	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	96.88199367756852	0.48646766758065674	101.26761905496144	22	14	-0.010033444816053505
utahontario1_BIOCARTA_RACCYCD_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.665761689291101	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.19695238095238116	0.3954033073278985	8.0	6.0	2.0	116.0	83.0	33.0	39.0	6.0	33.0	85.0	83.0	2.0	0.06451612903225806	0.75	0.25	0.9354838709677419	0.7155172413793104	0.28448275862068967	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9764705882352941	0.023529411764705882	91.46848199128058	0.4439230007871731	95.60461036210809	89	35	0.13031674208144794
utahontario1_BIOCARTA_RANKL_PATHWAY_weka_svm_weights_r_svm_rbf	0.49163879598662213	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45040266603716983	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.18467620486568	0.4825925976463645	100.46094857700582	23	13	0.0
utahontario1_BIOCARTA_RANKL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4193061840120664	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4372284458320505	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.14387381818125	0.4710330981083947	101.44312354272343	85	39	0.0
utahontario1_BIOCARTA_RANMS_PATHWAY_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44934345292560873	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.95612675114081	0.4794047885874804	99.79734469352368	23	13	0.0
utahontario1_BIOCARTA_RANMS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4690799396681749	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4323147239365085	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.00718458371354	0.46553640908672267	100.25933984314761	85	39	0.0
utahontario1_BIOCARTA_RARRXR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6956521739130435	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4373937845083151	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.37771249327683	0.4723462861193157	98.32798139010106	23	13	0.0
utahontario1_BIOCARTA_RARRXR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6419306184012067	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.13286713286713292	0.4161555798771496	12.0	6.0	6.0	112.0	79.0	33.0	39.0	6.0	33.0	85.0	79.0	6.0	0.0967741935483871	0.5	0.5	0.9032258064516129	0.7053571428571429	0.29464285714285715	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9294117647058824	0.07058823529411765	96.26909653539515	0.4558921826076586	98.1823298365927	85	39	0.08325791855203635
utahontario1_BIOCARTA_RAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5083612040133779	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44487949214121286	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.99292511816708	0.4792478410513497	99.76467303955837	23	13	0.0
utahontario1_BIOCARTA_RAS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.630316742081448	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.13368580060422974	0.4136271860475033	8.0	5.0	3.0	116.0	82.0	34.0	39.0	5.0	34.0	85.0	82.0	3.0	0.06451612903225806	0.625	0.375	0.9354838709677419	0.7068965517241379	0.29310344827586204	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9647058823529412	0.03529411764705882	95.68420424646426	0.4563915623969872	98.2898777899468	87	37	0.0929110105580695
utahontario1_BIOCARTA_RB_PATHWAY_weka_svm_weights_r_svm_rbf	0.6187290969899666	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4276819777865007	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	92.28216807759196	0.47432931519621846	98.74078710467901	23	13	0.0
utahontario1_BIOCARTA_RB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.644947209653092	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.11793335829277428	0.40739137714662343	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	94.2416771770632	0.4517375025574239	97.28756527905102	86	38	0.09502262443438925
utahontario1_BIOCARTA_RELA_PATHWAY_weka_svm_weights_r_svm_rbf	0.6521739130434783	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4395437937007529	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.84162614867982	0.4735373396494221	98.57592213354395	23	13	0.0
utahontario1_BIOCARTA_RELA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6437405731523379	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.005477308294209526	0.41282503972603807	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	95.49864407284012	0.45703537187376153	98.42853056095733	83	41	0.004223227752639502
utahontario1_BIOCARTA_RHO_PATHWAY_weka_svm_weights_r_svm_rbf	0.4481605351170568	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	0.11363636363636359	0.4669922119497572	4.0	1.0	3.0	32.0	20.0	12.0	13.0	1.0	12.0	23.0	20.0	3.0	0.1111111111111111	0.25	0.75	0.8888888888888888	0.625	0.375	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8695652173913043	0.13043478260869565	100.76425014941134	0.5001987603193565	104.12601060148792	21	15	-0.05351170568561869
utahontario1_BIOCARTA_RHO_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.665158371040724	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.10247619047619076	0.39826869802322107	8.0	5.0	3.0	116.0	82.0	34.0	39.0	5.0	34.0	85.0	82.0	3.0	0.06451612903225806	0.625	0.375	0.9354838709677419	0.7068965517241379	0.29310344827586204	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9647058823529412	0.03529411764705882	92.13133162444196	0.449589857678243	96.82504193264595	87	37	0.0929110105580695
utahontario1_BIOCARTA_RNA_PATHWAY_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4465030338621337	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.34324137593043	0.48107970902438746	100.14601165754951	23	13	0.0
utahontario1_BIOCARTA_RNA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.43288084464555054	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.0028146361077602627	0.44063650188343223	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	101.93225800158054	0.4768213699777755	102.68970341301812	83	41	-0.02352941176470591
utahontario1_BIOCARTA_SALMONELLA_PATHWAY_weka_svm_weights_r_svm_rbf	0.47826086956521746	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.06299212598425197	0.4545841590511178	4.0	1.0	3.0	32.0	20.0	12.0	13.0	1.0	12.0	23.0	20.0	3.0	0.1111111111111111	0.25	0.75	0.8888888888888888	0.625	0.375	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8695652173913043	0.13043478260869565	98.08692895614027	0.5055408834136825	105.23807646426435	21	15	-0.05351170568561869
utahontario1_BIOCARTA_SALMONELLA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6576168929110106	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.04003021148036244	0.40436143202008323	10.0	4.0	6.0	114.0	79.0	35.0	39.0	4.0	35.0	85.0	79.0	6.0	0.08064516129032258	0.4	0.6	0.9193548387096774	0.6929824561403509	0.30701754385964913	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9294117647058824	0.07058823529411765	93.54076123603471	0.4578407282479608	98.60197456413225	83	41	0.031975867269985025
utahontario1_BIOCARTA_SARS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5183946488294314	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4497798857396124	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.05029711226969	0.4832335094100111	100.59436671073627	23	13	0.0
utahontario1_BIOCARTA_SARS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6217194570135747	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.16602613374327446	0.4082425718312364	8.0	6.0	2.0	116.0	83.0	33.0	39.0	6.0	33.0	85.0	83.0	2.0	0.06451612903225806	0.75	0.25	0.9354838709677419	0.7155172413793104	0.28448275862068967	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9764705882352941	0.023529411764705882	94.4385836880551	0.45158588881003275	97.25491328035042	89	35	0.13031674208144794
utahontario1_BIOCARTA_SET_PATHWAY_weka_svm_weights_r_svm_rbf	0.3277591973244147	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45732637539297283	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.67862484819983	0.49172444901144924	102.36191940597178	23	13	0.0
utahontario1_BIOCARTA_SET_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3806938159879336	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4380281095494646	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.32885969204676	0.4714948273523235	101.54256295987534	85	39	0.0
